qseqid	sseqid	evalue	identity	coverage	kingdom	phylum	class	order	family	genus	species
GL13472	Tricholoma_equestre|HM590870|SH220594.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_equestre	2.07E-166	0.971751412	0.891687657	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_equestre
GL19045	Tricholoma_focale|UDB011566|SH219353.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_focale	7.44E-172	0.994117647	0.885416667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_focale
GL19033	Tricholoma_fucatum|UDB011562|SH213170.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_fucatum	1.48E-161	0.990797546	0.881081081	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_fucatum
GL15995	Tricholoma_fulvum|UDB011561|SH219351.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_fulvum	7.55E-172	0.991304348	0.88688946	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_fulvum
GL17524	Tricholoma_guldeniae|FJ544860|SH180324.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_guldeniae	2.63E-171	0.988405797	0.889175258	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_guldeniae
GL19114	Tricholoma_inamoenum|UDB011572|SH190400.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_inamoenum	6.44E-160	0.976119403	0.883905013	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_inamoenum
GL21450	Tricholoma_inamoenum|UDB011572|SH190400.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_inamoenum	6.34E-101	0.97260274	0.848837209	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_inamoenum
GL14316	Tricholoma_lascivum|UDB000005|SH219365.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_lascivum	1.10E-169	0.994011976	0.869791667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_lascivum
GL17103	Tricholoma_luteomaculosum|KU058516|SH631797.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_luteomaculosum	2.71E-158	0.978915663	0.885333333	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_luteomaculosum
GL21782	Tricholoma_orirubens|JF908731|SH219370.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_orirubens	1.61E-167	0.994011976	0.883597884	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_orirubens
GL22291	Tricholoma_orirubens|JF908731|SH219370.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_orirubens	1.01E-163	0.984984985	0.883289125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_orirubens
GL12303	Tricholoma_portentosum|UDB011569|SH190415.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_portentosum	3.90E-169	0.988372093	0.886597938	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_portentosum
GL18657	Tricholoma_robustum|AB289664|SH219360.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_robustum	2.44E-165	0.98245614	0.888311688	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_robustum
GL22068	Tricholoma_saponaceum|UDB023507|SH219358.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_saponaceum	4.60E-168	0.993993994	0.883289125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_saponaceum
GL22353	Tricholoma_saponaceum|UDB011570|SH219350.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_saponaceum	1.96E-166	0.990990991	0.883289125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_saponaceum
GL12390	Tricholoma_scalpturatum|UDB011596|SH219344.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_scalpturatum	1.98E-166	0.988130564	0.884514436	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_scalpturatum
GL16115	Tricholoma_sciodes|AF377227|SH192109.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_sciodes	8.10E-178	0.983379501	0.923273657	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_sciodes
GL13444	Tricholoma_sejunctum|FJ596885|SH180327.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_sejunctum	2.80E-177	0.985915493	0.917312661	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_sejunctum
GL11882	Tricholoma_stans|UDB011128|SH219349.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_stans	3.20E-170	0.988372093	0.886597938	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_stans
GL12983	Tricholoma_stiparophyllum|UDB011582|SH219354.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_stiparophyllum	2.60E-171	0.994100295	0.8828125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_stiparophyllum
GL11694	Tricholoma_sulphureum|UDB011584|SH190398.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_sulphureum	1.12E-169	0.985465116	0.884318766	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_sulphureum
GL16242	Tricholoma_sulphureum|EU819448|SH190401.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_sulphureum	0	0.991758242	0.930946292	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_sulphureum
GL25150	Tricholoma_sulphureum|LT000191|SH190399.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_sulphureum	5.48E-167	0.988235294	0.921409214	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_sulphureum
GL16874	Tricholoma_terreum|LT000058|SH492780.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_terreum	2.17E-134	0.989051095	0.70437018	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_terreum
GL19445	Tricholoma_terreum|EU292575|SH219343.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_terreum	1.03E-163	0.984984985	0.869451697	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_terreum
GL16319	Tricholoma_triste|UDB011135|SH219355.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_triste	5.66E-167	0.988130564	0.886842105	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_triste
GL16129	Tricholoma_ustale|AF377234|SH219373.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_ustale	7.59E-172	0.988472622	0.887468031	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_ustale
GL16216	Tricholoma_ustaloides|UDB015393|SH219372.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_ustaloides	3.30E-150	1	0.88253012	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_ustaloides
GL18213	Tricholoma_vaccinum|UDB011642|SH219359.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_vaccinum	0	0.994413408	0.92746114	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_vaccinum
GL15996	Tricholoma_virgatum|UDB011592|SH192108.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_virgatum	5.63E-167	0.991017964	0.883597884	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_virgatum
GL18686	Tricholoma_virgatum|UDB011592|SH192108.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_virgatum	6.57E-160	0.970760234	0.886010363	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_virgatum
GL25829	Tricholoma_viridilutescens|UDB011548|SH180320.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_viridilutescens	9.91E-164	0.993846154	0.880758808	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_viridilutescens
GL21145	Tricholoma_viridiolivaceum|JF706316|SH219382.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_viridiolivaceum	2.40E-165	0.988059701	0.883905013	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_viridiolivaceum
GL21885	Tricholoma_viridiolivaceum|LT000117|SH219409.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_viridiolivaceum	1.51E-161	0.982089552	0.886243386	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_viridiolivaceum
ITS_OTUa_2362	Tricholoma_viridiolivaceum|JF706316|SH219382.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_viridiolivaceum	1.85E-113	0.987124464	1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_viridiolivaceum
GL34803	Tricholomopsis_rutilans|UDB011443|SH214867.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholomopsis;s__Tricholomopsis_rutilans	8.14E-152	0.99339934	0.873198847	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholomopsis	Tricholomopsis_rutilans
GL29554	Xeromphalina_austroandina|KM011856|SH527021.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Xeromphalina;s__Xeromphalina_austroandina	6.53E-100	1	0.900900901	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Xeromphalina	Xeromphalina_austroandina
GL18096	Xeromphalina_cauticinalis|FJ596890|SH191058.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Xeromphalina;s__Xeromphalina_cauticinalis	9.09E-171	0.97733711	0.916883117	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Xeromphalina	Xeromphalina_cauticinalis
GL18607	Xeromphalina_cauticinalis|FJ596890|SH191058.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Xeromphalina;s__Xeromphalina_cauticinalis	3.17E-170	0.980225989	0.919480519	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Xeromphalina	Xeromphalina_cauticinalis
GL18874	Xeromphalina_kauffmanii|KM024493|SH521491.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Xeromphalina;s__Xeromphalina_kauffmanii	2.13E-172	0.980446927	0.932291667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Xeromphalina	Xeromphalina_kauffmanii
GL18127	Xeromphalina_setulipes|UDB015600|SH191061.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Xeromphalina;s__Xeromphalina_setulipes	5.38E-180	0.988950276	0.937823834	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Xeromphalina	Xeromphalina_setulipes
GL09687	Macrotyphula_juncea|UDB011214|SH215726.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Macrotyphula;s__Macrotyphula_juncea	0	0.989664083	0.946210269	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Macrotyphula	Macrotyphula_juncea
GL29070	Amylocorticiellum_molle|KC589018|SH214015.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Amylocorticiales;f__Amylocorticiaceae;g__Amylocorticiellum;s__Amylocorticiellum_molle	2.96E-151	0.977917981	0.880555556	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticiellum	Amylocorticiellum_molle
GL25881	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	5.29E-148	0.974440895	0.8767507	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL26377	Amphinema_byssoides|JN943904|SH197944.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	9.57E-145	0.973941368	0.859943978	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL26405	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	3.80E-156	0.993569132	0.873595506	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL27072	Amphinema_byssoides|JN943904|SH197944.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	3.11E-157	0.996784566	0.876056338	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL27316	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	3.56E-150	0.983660131	0.859550562	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL28856	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	5.26E-148	0.974276527	0.876056338	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL30845	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	2.74E-145	0.971246006	0.8767507	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL31429	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	3.56E-150	0.980769231	0.876404494	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL32852	Amphinema_byssoides|UDB008257|SH197943.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_byssoides	7.76E-146	0.971061093	0.88101983	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema_byssoides
GL20227	Athelia_arachnoidea|GU187504|SH180230.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_arachnoidea	1.43E-155	0.972392638	0.851174935	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_arachnoidea
GL20400	Athelia_arachnoidea|GU187504|SH180230.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_arachnoidea	1.43E-155	0.972392638	0.855643045	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_arachnoidea
GL21124	Athelia_arachnoidea|GU187504|SH180230.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_arachnoidea	2.41E-165	0.987915408	0.871052632	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_arachnoidea
GL21299	Athelia_arachnoidea|GU187504|SH180230.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_arachnoidea	1.25E-162	0.981873112	0.871052632	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_arachnoidea
GL22268	Athelia_bombacina|AM901995|SH190055.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_bombacina	1.09E-169	0.997005988	0.881266491	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_bombacina
GL21465	Athelia_decipiens|UDB016352|SH180228.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_decipiens	7.86E-159	0.975830816	0.871052632	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_decipiens
GL21739	Athelia_epiphylla|U85794|SH180235.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_epiphylla	2.74E-158	0.975757576	0.870712401	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_epiphylla
ITS_OTUa_24935	Athelia_rolfsii|KC292637|SH003119.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_rolfsii	1.17E-102	0.995192308	1	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia_rolfsii
GL18990	Athelopsis_lembospora|UDB016411|SH188948.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelopsis;s__Athelopsis_lembospora	1.03E-163	0.979411765	0.885416667	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelopsis	Athelopsis_lembospora
GL19110	Athelopsis_lembospora|UDB017820|SH475109.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelopsis;s__Athelopsis_lembospora	4.40E-162	0.973529412	0.885416667	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelopsis	Athelopsis_lembospora
GL24141	Byssocorticium_atrovirens|UDB014125|SH216105.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Byssocorticium;s__Byssocorticium_atrovirens	1.01E-163	0.990909091	0.882352941	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	Byssocorticium_atrovirens
GL12289	Byssocorticium_caeruleum|GQ162814|SH216113.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Byssocorticium;s__Byssocorticium_caeruleum	3.87E-169	0.988304094	0.888311688	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	Byssocorticium_caeruleum
ITS_OTUa_18971	Byssocorticium_caeruleum|GQ162814|SH216113.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Byssocorticium;s__Byssocorticium_caeruleum	6.30E-87	0.974358974	0.960591133	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	Byssocorticium_caeruleum
GL17934	Byssocorticium_pulchrum|UDB001725|SH216107.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Byssocorticium;s__Byssocorticium_pulchrum	2.87E-164	0.990881459	0.882037534	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	Byssocorticium_pulchrum
GL22795	Byssocorticium_pulchrum|GQ162816|SH028718.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Byssocorticium;s__Byssocorticium_pulchrum	2.39E-165	0.988059701	0.888594164	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	Byssocorticium_pulchrum
GL20261	Piloderma_bicolor|UDB001740|SH203892.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	2.03E-153	0.978328173	0.880108992	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
GL20682	Piloderma_bicolor|UDB001740|SH203892.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	4.64E-162	0.99378882	0.797029703	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
GL20730	Piloderma_bicolor|UDB001740|SH203892.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	4.77E-155	0.97826087	0.879781421	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
GL21414	Piloderma_bicolor|KP814367|SH203894.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	1.06E-150	0.971875	0.867208672	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
GL26599	Piloderma_bicolor|UDB001740|SH203892.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	9.23E-158	0.984520124	0.880108992	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
GL27733	Piloderma_bicolor|KP814367|SH203894.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	2.61E-158	0.990566038	0.878453039	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
GL28177	Piloderma_bicolor|UDB001741|SH019996.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__Piloderma_bicolor	2.15E-159	0.990625	0.879120879	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_bicolor
