"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"chlamydospores fairly numerous, with walls slightly thickened, terminal and intercalary, 12.0-19.5 x 7.5-13.5 µm.","Sistotrema sulphureum_73072_434","chlamydospores","12.0-19.5 x 7.5-13.5",15.75,10.5,NA
"chlamydospores numerous with walls slightly thickened, terminal and intercalary, 5.1-11.0 x 4.9-7.3 µm.","Sistotrema sulphureum_73072_7325","chlamydospores","5.1-11.0 x 4.9-7.3",8.05,6.1,NA
"chlamydospores rare or apparently lacking, intercalary and terminal, thin-walled, 9.0-13. 5 x 6.0-7.5 µm.","Leucoporus arcularius_83225_710","chlamydospores","9.0-13. 5 x 6.0-7.5",11.25,6.75,NA
"chlamydospores numerous (older mycelium consisting mostly of chlamydospores), thick-walled, terminal and intercalary both, usually globose to subglobose, 4.3-9.8 µm","Daedalea biennis_34261_7293","chlamydospores","4.3-9.8",7.05,NA,NA
"Chlamydospores present in context. hyaline, smooth, subglobose, 7-10 µm","Daedalea biennis_34261_43855","Chlamydospores","7-10",8.5,NA,NA
"Chlamydospores globose to limoniform, 8-12(-29) x 8-15 µm,","Mycoleptodon fuscoatrum_146880_1725","Chlamydospores","8-12(-29) x 8-15",12,11.5,NA
"Chlamydospores abundant. By strains from eastern Washington and adjacent Idaho. ** Ajello, L., 1959, Mycologia, 51: 69-76. ** Griffin, D. M., 1960, Trans. Br. mycol. Soc., 43: 638-639 (637-642). ** Narayanan, S. A., 1962, Sydowia, 16: 77-84. => p. 80-81. Microsporum gypseum: colonies thick, raised, shining, cream white; microconidia 2.3-2.75 x 2.2 µm:","Trichophyton gypseum_360851_37810","Chlamydospores","2.3-2.75 x 2.2",2.525,2.2,NA
"chlamydospores numerous, broadly ovoid, with thick walls, 12.0-18.0 µm","Lenzites quercina_72820_664","chlamydospores","12.0-18.0",15,NA,NA
"Chlamydospores terminal or intercalary, sometimes in long chains, obovate or narrowly barrel-shaped, relatively thick-walled, light brown, 7-14 x 4-9 µm.","Ophiostoma moniliforme_335774_13966","Chlamydospores","7-14 x 4-9",10.5,6.5,NA
"chlamydospores few to abundant, with walls slightly thickened, terminal or intercalary 10.5-22.0 x 9.0-16.5 µm.","Polypilus frondosus_72720_728","chlamydospores","10.5-22.0 x 9.0-16.5",16.25,12.75,NA
"chlamydospores rare or apparently lacking, terminal or intercalary, thin-walled, 7.5-16.5 x 5.0-9.0 µm;","Gloeophyllum sepiarium_11792_699","chlamydospores","7.5-16.5 x 5.0-9.0",12,7,NA
"chlamydospores numerous, ovoid to ellipsoid or elongate, intercalary or terminal, with thin walls and contents staining deeply in phloxine, 10.5-18.0(-28.0) x 6.0-10.5 µm.","Gloeophyllum trabeum_11801_700","chlamydospores","10.5-18.0(-28.0) x 6.0-10.5",18,8.25,NA
"Chlamydospores or hyphal swellings not observed. Sporangia abundantly produced in water culture, terminal or intercalary, consisting of inflated filamentous and knot-1ike, branched elements, 10-15 µm","Pythium phragmitis_376850_54289","Chlamydospores","10-15",12.5,NA,NA
"chlamydospores slightly thick-walled, intercalary, oval to cylindrical, 20.1-24.6 x 6.1-10.7 µm.","Lenzites cubamyces_79429_7403","chlamydospores","20.1-24.6 x 6.1-10.7",22.35,8.4,NA
"chlamydospores rare, intercalary and terminal, thin-walled, 10.5-19.5 x 7.5-12.0 µm.","Fomitopsis palustris_134662_739","chlamydospores","10.5-19.5 x 7.5-12.0",15,9.75,NA
"chlamydospores as in aerial mycelium, fairly numerous; (c) broad hyphae with walls slightly thickened, nodose-septate but with clamp connections frequently distorted, contents staining deeply in phloxine, 7.5-9.0(-15.0) µm","Fomitopsis palustris_134662_739","chlamydospores","7.5-9.0(-15.0)",9,NA,NA
"chlamydospores hyaline to yellow, terminal to intercalary, thin to slightly thick-walled, round to elliptical, 6.1-7.7 µm","Fulvifomes pectinatus_79222_7388","chlamydospores","6.1-7.7",6.9,NA,NA
"chlamydospores hyaline, slightly thick-walled, single or in chains, terminal or intercalary, always with a small clamp connection at base, of various shapes, ovoid, elliptical, or even cylindrical, 6.5-43 x 3.2-7.8 µm","Trichaptum sprucei_79070_2240","chlamydospores","6.5-43 x 3.2-7.8",24.75,5.5,NA
"Chlamydospores present in some isolates, terminal and intercalary, subglobose to ellipsoidal, 6-17 µm","Trichoderma crassum_45872_17720","Chlamydospores","6-17",11.5,NA,NA
"Chlamydospores present in some isolates, not abundant, terminal and intercalary, subglobose to ellipsoidal, 6-17 µm","Trichoderma crassum_45872_67844","Chlamydospores","6-17",11.5,NA,NA
"Chlamydospores abundant within 1 wk, almost entirely intercalary within hyphal cells, subglobose to clavate, (5.5-)7.0-8.2(-13.2) x (6.0-)7.2-8.0(-11.0) µm","Trichoderma pubescens_45878_17724","Chlamydospores","(5.5-)7.0-8.2(-13.2) x (6.0-)7.2-8.0(-11.0)",7.6,7.6,NA
"Chlamydospores typically abundant, intercalary, minute, globose to subglobose, (4.5-)7.0-15.0(-22.0) µm","Trichoderma spirale_45879_17726","Chlamydospores","(4.5-)7.0-15.0(-22.0)",11,NA,NA
"Chlamydospores scattered, globose to subglobose, (5.0-)6.5-7.2(-9.7) µm","Trichoderma tomentosum_45477_17728","Chlamydospores","(5.0-)6.5-7.2(-9.7)",6.85,NA,NA
"Chlamydospores scattered in tramal tissue of some specimens; subglobose to ovoid, thick-walled, yellowish brown, 5-5.5 µm","Porodaedalea chrysoloma_80168_4078","Chlamydospores","5-5.5",5.25,NA,NA
"Chlamydospores scattered in tramal tissue of some specimens; subglobose, ovoid, thick-walled, yellowish brown, 5-5.5 µm","Porodaedalea chrysoloma_80168_44528","Chlamydospores","5-5.5",5.25,NA,NA
"Chlamydospores barrel-shaped or globose, mostly 8-21 x 6-17 µm,","Woroninula gampsospora_183039_16103","Chlamydospores","8-21 x 6-17",14.5,11.5,NA
"Chlamydospores yellowish, formed through induration of 1-12 hyphal or 1-3 conidial cells (at least the middle cell), the former type measuring 7-35 x 4-6 µm","Golovinia acrochaeta_175684_16089","Chlamydospores","7-35 x 4-6",21,5,NA
"Chlamydospores present in older cultures, in chains or clusters, globose to subglobose, around 12 µm","Golovinia reticulata_175700_16121","Chlamydospores","12",12,NA,NA
"Chlamydospores regularly formed, often 15-30 x 15-20 µm","Golovinia heterospora_173286_16106","Chlamydospores","15-30 x 15-20",22.5,17.5,NA
"Chlamydospores in chains, globose or subglobose, 10-15 µm","Trinacrium iridis_189456_16108","Chlamydospores","10-15",12.5,NA,NA
"chlamydospores numerous, terminal and intercalary, globose to ovoid with walls noticeably thick and often appearing sculptured, 10.5-16.5 x 7.5-12.0 µm;","Fomitella fraxinea_80155_674","chlamydospores","10.5-16.5 x 7.5-12.0",13.5,9.75,NA
"chlamydospores rarely formed, globose, thinto slightly thick-walled, 7.0-10.0 µm","Fomitopsis rufolaccata_171704_7396","chlamydospores","7.0-10.0",8.5,NA,NA
"chlamydospores hyaline, slightly thick-walled, single or in chains, terminal or intercalary, always with a small clamp connection at base, of various shapes, ovoid, elliptical, or even cylindrical, 6.5-43 x 3.2-7.8 µm","Gloeophyllum sprucei_79414_2240","chlamydospores","6.5-43 x 3.2-7.8",24.75,5.5,NA
"chlamydospores fairly abundant, mostly intercalary, in the younger parts of the mat deeply staining and long spindle-shaped with medium walls, smaller and more abundant in the older areas, ovoid to spherical, with thick (to 2.5 µm)","Oligoporus bombycinus_80013_7545","chlamydospores","2.5",2.5,NA,NA
"chlamydospores formed in old cultures, terminal as well as intercalary, 5.5-11.6 x 2.5-6.7 µm.","Rigidoporus cervinogilvus_80112_7297","chlamydospores","5.5-11.6 x 2.5-6.7",8.55,4.6,NA
"chlamydospores from the type. We found thick-walled asexual spores between the tomentum hyphae; they are strongly CB+, IKI-, occurring all over but never in abundance, (4-)4.4-5.8(-6) x (2.9-) 3.1-3.7(-3.9) µm,","Oligoporus folliculocystidiatus_80315_32498","chlamydospores","(4-)4.4-5.8(-6) x (2.9-) 3.1-3.7(-3.9)",5.1,3.4,NA
"Chlamydospores present in a thin hyphal to powdery layer next to the basidiocarp, thick-walled, ellipsoid, pale yellow in KOH, 4-6.5 x 3-4.3 µm.","Oligoporus folliculocystidiatus_80315_44456","Chlamydospores","4-6.5 x 3-4.3",5.25,3.65,NA
"chlamydospores numerous, intercalary and terminal, walls slightly thickened, broadly ovoid, 9.0-16.5 x 7.5-12.0 µm.","Amyloporia carbonica_80218_756","chlamydospores","9.0-16.5 x 7.5-12.0",12.75,9.75,NA
"chlamydospores (7.5-12 x 4-4.5 um versus 4.5-6 x 3.5-4.3 µm)","Phlebiella tulasnelloidea_69512_2302","chlamydospores","4.5-6 x 3.5-4.3",5.25,3.9,NA
"Chlamydospores numerous in the trama of the tubes, rare in the context, globose to subglobose, terminal or intercalary, thick-walled, hyaline, dextrinoid, cyanophilous, (7.8-)8.5-13.7(-15.6) x (6.2-)7.8-12.9(-14.0) mm, (average 11.1 x 9.9 µm,","Polyporus vicinus_75389_625","Chlamydospores","11.1 x 9.9",11.1,9.9,NA
"Chlamydospores barrel-shaped or globose, mostly 8-21 x 6-17 µm,","Monacrosporium gampsosporum_48852_16103","Chlamydospores","8-21 x 6-17",14.5,11.5,NA
"chlamydospores few to abundant, with walls slightly thickened, terminal or intercalary 10.5-22.0 x 9.0-16.5 µm.","Grifola frondosa_12216_728","chlamydospores","10.5-22.0 x 9.0-16.5",16.25,12.75,NA
"chlamydospores very numerous, walls slightly thickened, terminal and intercalary, broadly ovoid to elongate, 12.0-21.0 x 7.5-10.5 µm;","Grifola lucida_72916_690","chlamydospores","12.0-21.0 x 7.5-10.5",16.5,9,NA
"chlamydospores Tawny-Olive in mass, pale greenish yellow under the compound microscope, subglobose to ellipsoid, thick-walled, negative in Melzer's reagent, 5-7.5 x 3.5-5 µm.","Postia rennyi_54376_4535","chlamydospores","5-7.5 x 3.5-5",6.25,4.25,NA
"chlamydospores which become light brown (tobacco brown) with age. Falck and Falck (1937) draw the conidia as ellipsoid, but give as measurements in the text 5-6 x 4.5-5.5 µm","Postia rennyi_54376_7350","chlamydospores","5-6 x 4.5-5.5",5.5,5,NA
"Chlamydospores in chains, 8-15 x 3-13 µm","Monacrosporium haptotylum_48144_16105","Chlamydospores","8-15 x 3-13",11.5,8,NA
"chlamydospores numerous, usually terminal but occasionally intercalary, contents hyaline to golden brown, walls at first thin, finally fairly thick, globose to subglobose, 9.0-12.0 x 9.0-10.5 µm.","Lopharia abietina_81423_772","chlamydospores","9.0-12.0 x 9.0-10.5",10.5,9.75,NA
"Chlamydospores (Fig. 18a) obovate to obpyriform, 14-18 x 8-12 µm,","Lopharia abietina_81423_1606","Chlamydospores","14-18 x 8-12",16,10,NA
"Chlamydospores in chains, globose or subglobose, 10-15 µm","Dactylella iridis_189457_16108","Chlamydospores","10-15",12.5,NA,NA
"Chlamydospores  globose, 13-25 µm","Lilaceophlebia subserialis_438673_1776","Chlamydospores","13-25",19,NA,NA
"chlamydospores globose, 13-21 µm","Lilaceophlebia subserialis_438673_3865","chlamydospores","13-21",17,NA,NA
"Chlamydospores globose to limoniform, 9-16 µm","Lilaceophlebia centrifuga_438638_1766","Chlamydospores","9-16",12.5,NA,NA
"Chlamydospores  globose to cylindrical, 5-15(-25) x 5-10(: 15) µm,","Lilaceophlebia subochracea_439889_1775","Chlamydospores","5-15(-25) x 5-10(: 15)",15,10,NA
"chlamydospores globose to limoniform, 8.5-14.5 (-21.5) µm","Lilaceophlebia subochracea_439889_3863","chlamydospores","8.5-14.5 (-21.5)",14.5,NA,NA
"chlamydospores (in contrast to F. norrlandica). One collection of F. gossypium (LE 210088) was studied; it is characterized by a presence of thickwalled chlamydospores 8-9 x 6-8 µm","Oligoporus pseudorennyi_439519_23811","chlamydospores","8-9 x 6-8",8.5,7,NA
"chlamydospores 8-9 x 6-8 µm","Oligoporus pseudorennyi_439519_23811","chlamydospores","8-9 x 6-8",8.5,7,NA
"chlamydospores broadly ellipsoid, 8-10 x 10-12 µm,","Hohenbuehelia lindtneri_431475_38948","chlamydospores","8-10 x 10-12",9,11,NA
"chlamydospores numerous, terminal and intercalary, thin-walled, 7.5-12.0 x 6.0-9.0 µm.","Polyporus gerdai_431463_697","chlamydospores","7.5-12.0 x 6.0-9.0",9.75,7.5,NA
"Chlamydospores globose to limoniform 10-20 x 7-12 µm,","Corticium sordulentum_77513_1642","Chlamydospores","10-20 x 7-12",15,9.5,NA
"chlamydospores and oidia in submerged mycelium; submerged mycelium containing yellow droplets; zygospores [CBS 116.08 (-) x CBS 198.28 (+), on PDA at 25°C] globose, up to 80 µm","Mucor griseocyanus_35522_14983","chlamydospores","80",80,NA,NA
"Chlamydospores abundant on CMD, globose to subglobose, terminal or intercalary, (5.2-)10.0-10.5(-16.5) µm","Hypocrea atroviridis_55080_17440","Chlamydospores","(5.2-)10.0-10.5(-16.5)",10.25,NA,NA
"chlamydospores numerous, intercalary or terminal, the latter occurring singly or in spray like clusters, when immature thin-walled, hyaline, with contents staining in phloxine, then thicker-walled with buffy-brown contents, 7.5-16.5 x 4.5-9.0 µm.","Polyporus balsameus_72632_711","chlamydospores","7.5-16.5 x 4.5-9.0",12,6.75,NA
"Chlamydospores scattered in tramal tissue of some specimens; subglobose to ovoid, thick-walled, yellowish brown, 5-5.5 µm","Polyporus chrysoloma_71026_4078","Chlamydospores","5-5.5",5.25,NA,NA
"Chlamydospores scattered in tramal tissue of some specimens; subglobose, ovoid, thick-walled, yellowish brown, 5-5.5 µm","Polyporus chrysoloma_71026_44528","Chlamydospores","5-5.5",5.25,NA,NA
"chlamydospores 10-14 x 7-10 µm,","Polyporus igniarius var. scaber_88505_3909","chlamydospores","10-14 x 7-10",12,8.5,NA
"Chlamydospores not seen; giant cells very common with irregularly ramified finger-1ike branches, c. 30-38 µm","Rhizopus ramosus_361818_13936","Chlamydospores",". 30-38",34,NA,NA
"Chlamydospores in the subiculum are ovoid or truncate, thick-walled, negative in IKI and staining only faintly or not at all in Cotton Blue, (5.1-)5.7-8.8(-12.5) x (3.2-)3.6-4.8(-5.4) µm","Fibroporia norrlandica_88049_32493","Chlamydospores","(5.1-)5.7-8.8(-12.5) x (3.2-)3.6-4.8(-5.4)",7.25,4.2,NA
"chlamydospores numerous in most isolates, intercalary and terminal, thin-walled, the contents staining in phloxine, often granular, 6.3-11.9 x 4.9-8.4 µm","Polyporus sanguineus_72846_797","chlamydospores","6.3-11.9 x 4.9-8.4",9.1,6.65,NA
"chlamydospores fairly common, slightly thick-walled, terminal as well as intercalary, 5.1-13.5 x 4.9-9.8 µm.","Polyporus sanguineus_72846_7319","chlamydospores","5.1-13.5 x 4.9-9.8",9.3,7.35,NA
"chlamydospores from the type. We found thick-walled asexual spores between the tomentum hyphae; they are strongly CB+, IKI-, occurring all over but never in abundance, (4-)4.4-5.8(-6) x (2.9-) 3.1-3.7(-3.9) µm,","Postia folliculocystidiata_88051_32498","chlamydospores","(4-)4.4-5.8(-6) x (2.9-) 3.1-3.7(-3.9)",5.1,3.4,NA
"Chlamydospores present in a thin hyphal to powdery layer next to the basidiocarp, thick-walled, ellipsoid, pale yellow in KOH, 4-6.5 x 3-4.3 µm.","Postia folliculocystidiata_88051_44456","Chlamydospores","4-6.5 x 3-4.3",5.25,3.65,NA
"Chlamydospores globose, 9.5-13.5 µm","Serpula borealis_411683_1601","Chlamydospores","9.5-13.5",11.5,NA,NA
"chlamydospores numerous, intercalary and terminal, globose, thick-walled (1.6 µm","Serpula borealis_411683_13312","chlamydospores","(1.6",1.6,NA,NA
"Chlamydospores globose, 9.5-13.5 µm","Serpulomyces borealis_411684_1601","Chlamydospores","9.5-13.5",11.5,NA,NA
"chlamydospores numerous, intercalary and terminal, globose, thick-walled (1.6 µm","Serpulomyces borealis_411684_13312","chlamydospores","(1.6",1.6,NA,NA
"chlamydospores rarely formed in one or two isolates, hyaline, slightly thick-walled, terminal and intercalary, round to globose, 8-12.5 x 7-10.5 µm;","Fomitiporella caryophylli_411391_7373","chlamydospores","8-12.5 x 7-10.5",10.25,8.75,NA
"Chlamydospores globose or ellipsoid, terminal or intercalary, 7-15 x 5-12 µm,","Aurantiporus albidus_86131_4385","Chlamydospores","7-15 x 5-12",11,8.5,NA
"chlamydospores fairly common, terminal and intercalary, globose, subglobose to ovoid, 12.6-19.6 x 12.6-16.8 µm.","Cyclomyces xeranticus_86248_7334","chlamydospores","12.6-19.6 x 12.6-16.8",16.1,14.7,NA
"Chlamydospores globose or ellipsoid, 7-12 x 5-8 µm,","Fomitopsis minutispora_86164_4388","Chlamydospores","7-12 x 5-8",9.5,6.5,NA
"Chlamydospores formed in 4-6 weeks, cells subglobose, thick-walled, hyaline to pale brownish, 5-12 µm","Fusarium babinda_48474_18608","Chlamydospores","5-12",8.5,NA,NA
"Chlamydospores formed in vegetative hyphae, terminal or intercalary, solitary or in chains, dark brown, sphaerical, limoniform or fusiform, thin-walled, smooth, guttulate, (25-)30-40(-45)-(15-)20-35(-45) µm.","Parasympodiella elongata_46060_33064","Chlamydospores","(25-)30-40(-45)-(15-)20-35(-45)",30,NA,NA
"Chlamydospores globose to subglobose, 14-22 µm","Porostereum fuscomarginatum_86156_1734","Chlamydospores","14-22",18,NA,NA
"chlamydospores , 8-13 x 6-8 µm,","Postia carbophila_86165_4391","chlamydospores","8-13 x 6-8",10.5,7,NA
"Chlamydospores present, globose, 12-21 µm","Pseudolagarobasidium concentricum_90370_1215","Chlamydospores","12-21",16.5,NA,NA
"Chlamydospores globose, 10-25(-58) µm","Pseudolagarobasidium concentricum_90370_1217","Chlamydospores","10-25(-58)",25,NA,NA
"Chlamydospores globose, 12-50 µm","Pseudolagarobasidium concentricum_90370_1768","Chlamydospores","12-50",31,NA,NA
"Chlamydospores globose to limoniform, 8-15 x 6-13 µm,","Uncobasidium notabile_86266_1786","Chlamydospores","8-15 x 6-13",11.5,9.5,NA
"Chlamydospores arising from swollen parts of the hyphae, thick-walled, ellipsoid or oblong, often with a slightly flattened or truncated end, yellow in masses, negative in Melzer's reagent, 5-10 x 3.5-7 µm.","Oligoporus ptychogaster_87400_44468","Chlamydospores","5-10 x 3.5-7",7.5,5.25,NA
