"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Pseudocercospora shoreae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora simirae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora simulata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora snelliana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora solani-pseudocapsicicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sparsa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora spegazzinii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sphaerellae-eugeniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sphendamnophila","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora spinosae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora squalidula","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora stillingiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora stizolobii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora struthanthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora styracigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora subrufa","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora subsessilis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora swieteniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora sydowiana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora symploci","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tabernaemontanae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora taichungensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora taiwanensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tamarindi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tecomae-heterophyllae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tereticornis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora terminaliae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora thailandica","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora theae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora thelypteridis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora thermopsidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tibouchinigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tiglii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora torta","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora toxicodendri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora trematicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora trematigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora trematis-orientalis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora trichophila","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora trichophila var. punctata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora trichophila var. solani-asperi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora triplaridis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora triumfettae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora triumfettigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora tuberculans","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora turnerae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ubi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ulmifoliae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora urariae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora urerae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora vaccinii-virgati","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora varia","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora vassobiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora vataireae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora velutina","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora venezuelae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora viburnigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora violamaculans","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora virgiliae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora viticicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora viticis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora viticis-quinatae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora vitis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora vulpinae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora waltheriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora wellesiana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora whalianensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora withaniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora woodfordiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora woodfordiigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora wulffiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora xanthocercidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora xanthoxyli","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora xylopiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora yakushimensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zambiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zanthoxyli","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zelkovae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zelkowae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ziziphi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora ziziphicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zizyphi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zizyphicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercospora zuelaniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella achilleae-millefolii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella aconiti","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella albida","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella angustana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella apocyni","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella arcuata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella aronicicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella aspidii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella astragali","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella bakeri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella bambusae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella boehmeriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella capsellae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella caryigena","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella celtidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella cerastii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella chalcanthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella cienfuegosiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella crataegi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella cryptosporae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella cytisi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella dioscoreae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella eleonorae-reginae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella endophytica","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella eryngii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella eryngiicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella filicis-feminae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella fraxini","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella gei","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella granati","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella gymnosporiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella harcynica","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella helianthellae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella hieracii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella ipomoeae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella juglandis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella koelpiniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella koreana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella lappulae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella latifoliae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella leonotidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella leptosperma","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella magnusiana","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella malvae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella myopori","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella narcissi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella nicolai","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella nivea","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella ougeiniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella oxalidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella oxyriae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella paridicola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella pastinacae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella pavoniae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella potentillae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella pycnanthemi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella ribis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella saxifragae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella scirpi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella septorioides","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella septoriopsidis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella smithii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella smyrnii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella solenanthi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella sterculiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella sublineolata","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella tephrosiae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella thalictri","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella thalictricola","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella tonellae","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella tragopogi","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella tragopogonis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella trichophila","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella trollii","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella viticis","leaf spot","leaf_spots","leaf_spots"
"Pseudocercosporella woodfordiana","leaf spot","leaf_spots","leaf_spots"
"Pseudocochliobolus australiensis","leaf spot","leaf_spots","leaf_spots"
"Pseudodidymaria clematidis","leaf spot","leaf_spots","leaf_spots"
"Pseudodidymaria wyethiae","leaf spot","leaf_spots","leaf_spots"
"Pseudonectria foliicola","leaf spot","leaf_spots","leaf_spots"
"Pseudopeziza medicaginis","leaf spot","leaf_spots","leaf_spots"
"Pseudopeziza trifolii","leaf spot","leaf_spots","leaf_spots"
"Pseudophaeophleospora stonei","leaf spot","leaf_spots","leaf_spots"
"Pseudophaeoramularia juglandis","leaf spot","leaf_spots","leaf_spots"
"Pseudophloeospora eucalyptorum","leaf spot","leaf_spots","leaf_spots"
"Pseudoplagiostoma corymbiae","leaf spot","leaf_spots","leaf_spots"
"Pseudoplea trifolii","leaf spot","leaf_spots","leaf_spots"
"Pseudopyricularia bothriochloae","leaf spot","leaf_spots","leaf_spots"
"Pseudopyricularia cyperi","leaf spot","leaf_spots","leaf_spots"
"Pseudopyricularia hyrcaniana","leaf spot","leaf_spots","leaf_spots"
"Pseudopyricularia iraniana","leaf spot","leaf_spots","leaf_spots"
"Pseudosphaerella persooniae","leaf spot","leaf_spots","leaf_spots"
"Pseudosphaeria trifolii","leaf spot","leaf_spots","leaf_spots"
"Pseudospiropes elaeidis","leaf spot","leaf_spots","leaf_spots"
"Pseudostemphylium chlamydosporum","leaf spot","leaf_spots","leaf_spots"
"Pseudozasmidium eucalypti","leaf spot","leaf_spots","leaf_spots"
"Pseudozasmidium nabiacense","leaf spot","leaf_spots","leaf_spots"
"Puccinia piptocarphae","leaf spot","leaf_spots","leaf_spots"
"Pucciniopsis caricae","leaf spot","leaf_spots","leaf_spots"
"Puiggarina morindae","leaf spot","leaf_spots","leaf_spots"
"Pyrenochaeta acaciae","leaf spot","leaf_spots","leaf_spots"
"Pyrenophora erythrospila","leaf spot","leaf_spots","leaf_spots"
"Pyricularia borealis","leaf spot","leaf_spots","leaf_spots"
"Pyricularia bothriochloae","leaf spot","leaf_spots","leaf_spots"
"Pyricularia ctenantheicola","leaf spot","leaf_spots","leaf_spots"
"Pyricularia pennisetigena","leaf spot","leaf_spots","leaf_spots"
"Pyricularia whetzelii","leaf spot","leaf_spots","leaf_spots"
"Pyriculariopsis calatheae","leaf spot","leaf_spots","leaf_spots"
"Quambalaria pusilla","leaf spot","leaf_spots","leaf_spots"
"Racheliella wingfieldiana","leaf spot","leaf_spots","leaf_spots"
"Rachicladosporium eucalypti","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana ampelopsidis","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana cyathulae","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana ferruginea","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana gnaphaliacea","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana gonatoclada","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana levieri","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana tremae","leaf spot","leaf_spots","leaf_spots"
"Ragnhildiana trematis","leaf spot","leaf_spots","leaf_spots"
"Ramalia veronicae","leaf spot","leaf_spots","leaf_spots"
"Ramularia abscondita","leaf spot","leaf_spots","leaf_spots"
"Ramularia acalyphae","leaf spot","leaf_spots","leaf_spots"
"Ramularia achilleae-millefolii","leaf spot","leaf_spots","leaf_spots"
"Ramularia aconiti","leaf spot","leaf_spots","leaf_spots"
"Ramularia acris","leaf spot","leaf_spots","leaf_spots"
"Ramularia acroptili","leaf spot","leaf_spots","leaf_spots"
"Ramularia actaeae","leaf spot","leaf_spots","leaf_spots"
"Ramularia actaeina","leaf spot","leaf_spots","leaf_spots"
"Ramularia actinidiae","leaf spot","leaf_spots","leaf_spots"
"Ramularia adoxae","leaf spot","leaf_spots","leaf_spots"
"Ramularia aequivoca var. ranunculi-montani","leaf spot","leaf_spots","leaf_spots"
"Ramularia agrestis","leaf spot","leaf_spots","leaf_spots"
"Ramularia agrestis var. deflectens","leaf spot","leaf_spots","leaf_spots"
"Ramularia agrimoniae","leaf spot","leaf_spots","leaf_spots"
"Ramularia ajugae","leaf spot","leaf_spots","leaf_spots"
"Ramularia alangii","leaf spot","leaf_spots","leaf_spots"
"Ramularia alborosella","leaf spot","leaf_spots","leaf_spots"
"Ramularia allii","leaf spot","leaf_spots","leaf_spots"
"Ramularia alpina","leaf spot","leaf_spots","leaf_spots"
"Ramularia amorphae","leaf spot","leaf_spots","leaf_spots"
"Ramularia anaphalidicola","leaf spot","leaf_spots","leaf_spots"
"Ramularia anaphalidis","leaf spot","leaf_spots","leaf_spots"
"Ramularia anchusae","leaf spot","leaf_spots","leaf_spots"
"Ramularia andromedae","leaf spot","leaf_spots","leaf_spots"
"Ramularia angustissima","leaf spot","leaf_spots","leaf_spots"
"Ramularia anomala","leaf spot","leaf_spots","leaf_spots"
"Ramularia antennariicola","leaf spot","leaf_spots","leaf_spots"
"Ramularia anthemidis","leaf spot","leaf_spots","leaf_spots"
"Ramularia aplospora","leaf spot","leaf_spots","leaf_spots"
"Ramularia archangelicae","leaf spot","leaf_spots","leaf_spots"
"Ramularia aremoniae","leaf spot","leaf_spots","leaf_spots"
"Ramularia aristolochiae","leaf spot","leaf_spots","leaf_spots"
"Ramularia armoraciae","leaf spot","leaf_spots","leaf_spots"
"Ramularia arnicalis-montanae","leaf spot","leaf_spots","leaf_spots"
"Ramularia aromatica","leaf spot","leaf_spots","leaf_spots"
"Ramularia artemisiae","leaf spot","leaf_spots","leaf_spots"
"Ramularia arvensis var. cercosporelloides","leaf spot","leaf_spots","leaf_spots"
"Ramularia asteris","leaf spot","leaf_spots","leaf_spots"
"Ramularia astragali","leaf spot","leaf_spots","leaf_spots"
"Ramularia atraphaxis","leaf spot","leaf_spots","leaf_spots"
"Ramularia atropae","leaf spot","leaf_spots","leaf_spots"
"Ramularia aucubae","leaf spot","leaf_spots","leaf_spots"
"Ramularia australis","leaf spot","leaf_spots","leaf_spots"
"Ramularia baccharidis","leaf spot","leaf_spots","leaf_spots"
"Ramularia banksiana","leaf spot","leaf_spots","leaf_spots"
"Ramularia bartsiae","leaf spot","leaf_spots","leaf_spots"
"Ramularia bastardiae","leaf spot","leaf_spots","leaf_spots"
"Ramularia bauhinae","leaf spot","leaf_spots","leaf_spots"
"Ramularia beccabungae","leaf spot","leaf_spots","leaf_spots"
"Ramularia bergeniae","leaf spot","leaf_spots","leaf_spots"
"Ramularia beticola","leaf spot","leaf_spots","leaf_spots"
"Ramularia biflorae","leaf spot","leaf_spots","leaf_spots"
"Ramularia biscutellae","leaf spot","leaf_spots","leaf_spots"
"Ramularia bistortae","leaf spot","leaf_spots","leaf_spots"
"Ramularia bonaerensis","leaf spot","leaf_spots","leaf_spots"
"Ramularia bornmuelleriana","leaf spot","leaf_spots","leaf_spots"
"Ramularia bosniaca","leaf spot","leaf_spots","leaf_spots"
"Ramularia botrychii","leaf spot","leaf_spots","leaf_spots"
"Ramularia bresadolae","leaf spot","leaf_spots","leaf_spots"
"Ramularia brunnea","leaf spot","leaf_spots","leaf_spots"
"Ramularia brunneopunctata","leaf spot","leaf_spots","leaf_spots"
"Ramularia bulgarica","leaf spot","leaf_spots","leaf_spots"
"Ramularia bullata","leaf spot","leaf_spots","leaf_spots"
"Ramularia cacaliae","leaf spot","leaf_spots","leaf_spots"
"Ramularia caduca","leaf spot","leaf_spots","leaf_spots"
"Ramularia calaminthae","leaf spot","leaf_spots","leaf_spots"
"Ramularia calcea","leaf spot","leaf_spots","leaf_spots"
"Ramularia callistephi","leaf spot","leaf_spots","leaf_spots"
"Ramularia calthae","leaf spot","leaf_spots","leaf_spots"
"Ramularia campanulae-barbatae","leaf spot","leaf_spots","leaf_spots"
"Ramularia campanulae-latifoliae","leaf spot","leaf_spots","leaf_spots"
"Ramularia canadensis","leaf spot","leaf_spots","leaf_spots"
"Ramularia caprifoliacearum","leaf spot","leaf_spots","leaf_spots"
"Ramularia cardamines","leaf spot","leaf_spots","leaf_spots"
"Ramularia cardui-personatae","leaf spot","leaf_spots","leaf_spots"
